Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
PLCY107022,25,Female,Life,21258.48,3.9,2,0,362.96,537.82,Low
PLCY107023,22,Male,Health,20679.0,0.3,0,0,294.69,172.61,Low
PLCY107024,24,Female,Health,21615.79,,0,0,306.03,590.51,Low
PLCY107025,23,Female,Health,67186.57,0.6,1,0,1093.47,2048.31,High
PLCY107026,23,Male,Property,20636.76,5.5,1,0,541.04,988.28,Medium
PLCY107027,69,Male,Health,15755.4,6.0,0,0,336.21,350.56,Low
PLCY107028,53,Other,Health,75203.23,7.4,1,0,634.22,1229.47,Medium
PLCY107029,46,Female,Property,26687.33,7.4,2,1,527.27,2243.95,Medium
PLCY107030,44,Female,Property,21852.73,14.2,0,0,288.36,432.61,Low
PLCY107031,37,Female,Health,15902.67,5.2,4,0,561.36,526.05,Medium
PLCY107032,18,Female,Auto,24599.34,11.8,7,0,340.83,417.2,Low
PLCY107033,27,Female,Health,9419.13,,0,0,262.32,373.89,Low
PLCY107034,54,Male,Health,13120.39,0.7,0,0,564.11,778.38,Medium
PLCY107035,44,Female,Health,39539.1,7.0,0,0,305.16,428.29,Low
PLCY107036,38,Other,Health,31758.96,3.9,0,0,341.08,394.32,Low
PLCY107037,34,Female,Auto,25897.18,9.0,0,0,255.26,448.85,Low
PLCY107038,29,Male,Life,25914.43,,1,0,233.42,336.81,Low
PLCY107039,18,Male,Health,13792.8,,0,0,,479.7,Low
PLCY107040,49,Male,Auto,14099.98,5.0,0,0,264.18,340.76,Low
PLCY107041,24,Female,Health,13927.04,1.3,0,0,336.74,266.49,Low
PLCY107042,61,Female,Health,27079.68,4.0,0,0,,142.86,Low
PLCY107043,26,Male,Auto,21102.92,0.7,0,0,983.64,1397.31,High
PLCY107044,55,Male,Auto,46970.86,7.9,0,0,351.35,576.43,Low
PLCY107045,18,Female,Life,33414.57,3.8,0,0,965.64,1700.99,High
PLCY107046,21,Female,Auto,32182.13,0.2,2,0,318.33,412.94,Low
PLCY107047,32,Male,Property,14173.68,0.1,0,0,326.71,534.56,Low
PLCY107048,32,Male,Health,90871.09,0.6,0,0,285.35,350.77,Low
PLCY107049,58,Male,Property,,13.2,4,0,567.16,972.17,Medium
PLCY107050,39,Female,Auto,18192.35,3.0,0,0,673.34,385.03,Medium
PLCY107051,37,Female,Auto,21550.87,0.8,2,0,599.49,1175.58,Medium
PLCY107052,25,Female,Life,25356.39,7.1,8,0,271.6,308.01,Low
PLCY107053,20,Female,Property,36755.31,0.8,0,0,587.56,314.13,Medium
PLCY107054,36,Female,Health,27175.33,9.0,4,0,331.43,256.31,Low
PLCY107055,49,Male,Health,27578.88,0.3,0,0,295.91,407.95,Low
PLCY107056,54,Female,Auto,38155.01,30.0,0,0,192.11,167.04,Low
PLCY107057,39,Male,Health,14473.64,2.9,3,0,281.63,463.63,Low
PLCY107058,36,Male,Health,18386.93,0.6,0,1,558.36,2638.82,Medium
PLCY107059,46,Male,Life,16055.74,4.3,0,0,283.65,483.31,Low
PLCY107060,49,Female,Property,30806.28,23.2,0,1,651.9,2995.28,Medium
PLCY107061,49,Female,Health,55179.92,7.4,2,0,272.33,474.17,Low
PLCY107062,47,Female,Auto,5102.43,5.1,0,0,280.81,265.74,Low
PLCY107063,40,Female,Health,49726.57,28.7,0,0,1033.53,807.66,High
PLCY107064,41,Male,Health,14336.51,1.4,2,0,323.76,375.66,Low
PLCY107065,22,Male,Health,10576.21,1.9,0,0,,362.94,Low
PLCY107066,39,Female,Health,,6.0,0,0,560.46,487.18,Medium
PLCY107067,24,Female,Auto,11765.64,9.4,2,0,332.97,558.23,Low
PLCY107068,32,Male,Property,23022.35,6.3,0,0,242.64,433.65,Low
PLCY107069,36,Male,Auto,22843.12,17.3,0,0,389.05,651.69,Low
PLCY107070,18,Male,Health,38889.71,6.4,2,0,583.51,1066.86,Medium
PLCY107071,51,Female,Health,16485.58,0.2,1,0,577.11,352.37,Medium
PLCY107072,38,Male,Health,14315.48,0.1,0,0,,274.78,Low
PLCY107073,27,Female,Auto,37689.89,0.6,0,0,296.28,359.6,Low
PLCY107074,32,Female,Health,41373.84,,0,0,262.77,153.55,Low
PLCY107075,32,Male,Health,35243.8,30.0,0,0,703.6,1283.32,Medium
PLCY107076,42,Male,Property,23653.15,13.5,0,0,359.43,635.59,Low
PLCY107077,49,Male,Auto,41405.42,,0,0,298.59,554.29,Low
PLCY107078,28,Male,Health,23093.96,5.2,0,0,390.3,759.4,Low
PLCY107079,48,Male,Health,31735.29,15.4,2,0,295.15,445.22,Low
PLCY107080,21,Male,Life,42851.15,13.3,1,0,300.19,269.09,Low
PLCY107081,22,Female,Health,25148.65,,0,0,316.28,286.38,Low
PLCY107082,45,Male,Health,12969.2,0.2,0,0,299.12,270.27,Low
PLCY107083,58,Male,Health,34006.74,7.6,0,0,259.21,313.49,Low
PLCY107084,19,Male,Property,29732.08,1.6,0,0,261.78,457.24,Low
PLCY107085,18,Male,Auto,18117.7,2.4,0,0,285.28,395.45,Low
PLCY107086,37,Male,Auto,23681.84,0.2,0,0,329.99,305.3,Low
PLCY107087,48,Female,Health,23742.01,10.5,0,0,361.15,459.73,Low
PLCY107088,55,Female,Health,13737.9,2.4,0,0,985.01,1192.39,High
PLCY107089,25,Female,Auto,14327.39,8.3,0,0,207.98,200.01,Low
PLCY107090,29,Female,Health,,2.0,0,0,298.82,222.02,Low
PLCY107091,22,Male,Life,11417.98,4.8,0,0,204.48,358.66,Low
PLCY107092,18,Female,Auto,41743.03,30.0,0,0,348.94,386.97,Low
PLCY107093,35,Female,Health,10059.76,2.2,1,1,956.69,2775.94,High
PLCY107094,30,Female,Property,,1.8,0,0,911.87,1657.7,High
PLCY107095,18,Female,Health,28331.21,4.0,0,0,321.61,346.26,Low
PLCY107096,42,Female,Life,34638.44,1.8,0,0,611.6,530.89,Medium
PLCY107097,41,Female,Auto,46066.64,0.1,0,0,342.63,417.11,Low
PLCY107098,34,Male,Health,18223.47,,0,0,268.92,289.1,Low
PLCY107099,18,Male,Health,21066.82,5.0,0,0,354.21,580.59,Low
PLCY107100,46,Male,Auto,37520.59,7.3,0,0,548.19,776.21,Medium
PLCY107101,35,Male,Health,21866.4,5.4,0,0,273.48,287.02,Low
PLCY107102,28,Male,Auto,,,0,0,994.59,607.44,High
PLCY107103,29,Male,Health,11322.7,6.0,0,0,646.61,1150.17,Medium
PLCY107104,48,Male,Health,38519.77,11.5,0,1,628.76,3040.72,Medium
PLCY107105,29,Male,Auto,46158.37,9.3,0,0,311.33,215.86,Low
PLCY107106,36,Male,Health,23899.75,,8,0,266.84,342.63,Low
PLCY107107,47,Female,Auto,38108.58,2.4,0,0,292.75,162.71,Low
PLCY107108,29,Female,Auto,11346.01,15.4,0,0,602.7,741.96,Medium
PLCY107109,41,Male,Auto,15893.9,3.0,2,0,921.56,1596.49,High
PLCY107110,21,Female,Health,32552.94,11.8,0,0,,515.82,Low
PLCY107111,42,Male,Life,44262.02,6.9,0,0,568.06,361.62,Medium
PLCY107112,41,Female,Property,24430.33,7.5,1,0,364.49,505.95,Low
PLCY107113,32,Female,Health,15550.82,,4,0,297.05,187.36,Low
PLCY107114,41,Male,Health,13521.78,9.7,0,0,939.1,678.5,High
PLCY107115,52,Male,Health,68676.52,,0,0,279.73,243.78,Low
PLCY107116,55,Male,Health,21132.45,5.1,0,0,268.13,157.41,Low
PLCY107117,20,Male,Health,16357.02,,0,0,343.23,492.87,Low
PLCY107118,34,Female,Health,19979.87,3.7,1,0,269.85,224.46,Low
PLCY107119,61,Male,Auto,26072.79,2.2,0,0,258.39,218.11,Low
PLCY107120,35,Male,Health,23490.18,2.4,0,0,1015.6,742.14,High
PLCY107121,22,Female,Life,25746.78,1.5,6,0,285.9,377.31,Low
PLCY107122,47,Other,Auto,9764.02,,1,0,241.35,259.63,Low
PLCY107123,27,Male,Auto,21002.88,0.5,0,0,568.85,979.61,Medium
PLCY107124,36,Male,Health,11086.87,14.3,0,0,321.53,236.67,Low
PLCY107125,35,Male,Auto,35717.95,0.9,0,0,270.19,250.23,Low
PLCY107126,42,Male,Life,12788.18,4.7,2,0,304.78,430.73,Low
PLCY107127,65,Male,Property,,1.0,0,1,583.38,2258.0,Medium
PLCY107128,43,Female,Health,12253.58,25.7,0,0,606.01,542.01,Medium
PLCY107129,59,Female,Auto,16847.52,0.7,2,0,290.32,445.03,Low
PLCY107130,43,Male,Auto,24486.62,14.8,5,0,347.22,250.47,Low
PLCY107131,49,Female,Health,17959.2,7.2,1,0,550.51,882.07,Medium
PLCY107132,70,Female,Auto,20690.89,1.8,2,1,193.47,434.63,Low
PLCY107133,50,Female,Life,30939.45,,1,0,293.68,468.4,Low
PLCY107134,40,Male,Auto,52091.49,1.1,0,0,277.52,210.58,Low
PLCY107135,45,Female,Health,12060.4,12.7,0,0,337.78,545.6,Low
PLCY107136,40,Male,Health,53421.7,12.3,0,0,240.74,282.79,Low
PLCY107137,41,Male,Health,17664.31,15.0,0,0,242.41,283.46,Low
PLCY107138,25,Female,Health,18197.93,0.9,0,0,1104.52,2054.39,High
PLCY107139,59,Female,Health,26433.18,16.5,6,0,268.16,382.4,Low
PLCY107140,35,Male,Auto,27612.94,2.4,0,0,,701.0,Medium
PLCY107141,40,Female,Auto,16196.99,0.5,1,0,591.53,301.88,Medium
PLCY107142,34,Female,Auto,20417.68,3.3,1,0,617.0,311.33,Medium
PLCY107143,52,Female,Health,41122.62,7.5,0,1,568.49,1141.18,Medium
PLCY107144,29,Female,Health,8943.16,2.1,0,0,605.2,929.72,Medium
PLCY107145,37,Male,Auto,11479.18,4.3,0,0,383.71,254.01,Low
PLCY107146,52,Male,Health,12276.8,8.6,0,0,323.73,615.72,Low
PLCY107147,45,Male,Auto,38486.16,15.9,0,0,358.94,487.81,Low
PLCY107148,46,Male,Auto,11462.92,,1,0,330.63,597.17,Low
PLCY107149,32,Female,Auto,46696.01,1.0,0,0,364.51,579.96,Low
PLCY107150,34,Male,Health,12236.49,11.9,0,0,,1451.0,High
PLCY107151,45,Female,Life,12879.08,12.1,0,1,302.86,628.68,Low
PLCY107152,20,Female,Health,17172.66,12.9,1,0,256.62,158.44,Low
PLCY107153,18,Female,Life,22902.18,4.3,1,0,299.54,293.31,Low
PLCY107154,57,Male,Life,31669.67,0.5,0,0,265.18,372.94,Low
PLCY107155,53,Male,Auto,6571.81,6.7,5,0,637.14,899.29,Medium
PLCY107156,41,Female,Auto,12174.84,2.0,1,0,303.96,545.2,Low
PLCY107157,50,Male,Life,12446.36,9.4,0,0,971.55,821.71,High
PLCY107158,40,Female,Health,9019.24,,0,0,228.99,274.08,Low
PLCY107159,37,Female,Auto,35054.68,3.1,0,0,531.19,796.4,Medium
PLCY107160,39,Male,Auto,43669.89,2.7,1,0,313.32,600.5,Low
PLCY107161,25,Male,Auto,18054.16,23.3,0,0,600.18,442.67,Medium
PLCY107162,28,Female,Auto,29598.05,12.5,0,0,259.33,481.23,Low
PLCY107163,30,Male,Life,15165.71,1.8,0,0,344.12,173.86,Low
PLCY107164,20,Male,Health,27618.25,2.1,2,0,401.58,703.59,Low
PLCY107165,36,Male,Life,22859.82,8.3,0,0,603.31,541.83,Medium
PLCY107166,40,Male,Health,17129.65,2.4,0,0,187.33,346.34,Low
PLCY107167,38,Male,Health,25748.69,0.3,0,0,311.41,282.48,Low
PLCY107168,34,Male,Auto,13955.8,2.9,0,0,582.65,944.97,Medium
PLCY107169,62,Male,Auto,8244.75,1.7,0,1,287.93,1099.63,Low
PLCY107170,38,Male,Life,37862.51,9.7,0,0,619.26,834.43,Medium
PLCY107171,39,Male,Auto,13210.96,1.7,0,0,276.96,453.51,Low
PLCY107172,59,Female,Health,42454.1,1.4,6,0,275.15,400.43,Low
PLCY107173,34,Female,Auto,12473.81,10.6,2,0,220.0,329.95,Low
PLCY107174,20,Male,Health,22525.17,10.2,0,0,274.24,243.03,Low
PLCY107175,25,Male,Health,22841.57,12.0,0,0,623.0,690.88,Medium
PLCY107176,63,Male,Property,29692.4,12.5,0,0,977.2,873.84,High
PLCY107177,21,Male,Auto,25016.39,9.9,4,0,251.51,451.46,Low
PLCY107178,19,Male,Health,23699.75,12.1,0,1,575.41,1708.75,Medium
PLCY107179,43,Male,Life,30624.62,4.0,0,0,1008.46,1302.68,High
PLCY107180,49,Female,Health,33271.65,19.1,0,0,352.54,343.91,Low
PLCY107181,22,Female,Life,41992.43,2.3,9,1,972.14,1489.32,High
PLCY107182,40,Male,Auto,14563.07,1.5,0,0,331.03,465.2,Low
PLCY107183,30,Female,Auto,15915.25,0.9,0,0,486.31,673.71,Medium
PLCY107184,40,Female,Auto,38284.54,3.7,1,0,353.68,326.08,Low
PLCY107185,30,Male,Health,,5.7,0,1,269.62,1201.96,Low
PLCY107186,23,Female,Health,13637.71,7.3,0,0,351.92,579.2,Low
PLCY107187,24,Male,Auto,44335.52,5.6,1,0,595.03,689.89,Medium
PLCY107188,42,Male,Auto,33913.4,8.6,0,0,443.66,582.79,Medium
PLCY107189,35,Male,Auto,14001.64,2.5,0,0,366.45,567.04,Low
PLCY107190,18,Female,Auto,34552.57,7.6,0,0,242.64,434.77,Low
PLCY107191,46,Female,Auto,35633.36,0.1,2,0,934.76,1706.36,High
PLCY107192,45,Female,Life,15326.36,0.1,2,0,249.03,290.44,Low
PLCY107193,67,Female,Health,28016.12,13.3,4,0,1022.15,1856.8,High
PLCY107194,40,Male,Health,21442.96,22.7,3,0,653.47,626.38,Medium
PLCY107195,37,Male,Health,15876.45,10.2,0,0,389.17,233.07,Low
PLCY107196,36,Male,Auto,9649.48,2.0,2,0,344.92,498.6,Low
PLCY107197,27,Male,Auto,7455.6,0.0,0,0,1024.36,968.72,High
PLCY107198,41,Female,Auto,20170.93,,0,0,583.47,952.29,Medium
PLCY107199,53,Male,Health,16109.34,8.6,0,0,345.61,605.31,Low
PLCY107200,40,Female,Health,19440.44,7.2,0,0,305.74,349.67,Low
PLCY107201,44,Male,Health,14846.93,1.2,1,0,1054.92,830.96,High
PLCY107202,24,Male,Auto,9965.84,,0,0,305.75,550.08,Low
PLCY107203,40,Female,Auto,29996.03,10.7,2,0,256.81,435.05,Low
PLCY107204,44,Female,Life,19456.28,0.4,1,0,313.27,584.65,Low
PLCY107205,42,Female,Auto,34338.62,13.9,0,0,371.18,495.12,Low
PLCY107206,38,Male,Property,22909.13,0.8,1,0,599.5,379.57,Medium
PLCY107207,37,Female,Life,35087.69,8.1,1,0,273.93,156.98,Low
PLCY107208,33,Male,Life,25279.37,1.0,0,0,313.04,196.7,Low
PLCY107209,33,Male,Health,52439.21,2.9,1,0,316.74,237.2,Low
PLCY107210,28,Female,Auto,17459.97,8.0,1,0,1090.71,784.58,High
PLCY107211,43,Female,Auto,23210.74,21.8,0,0,691.4,406.64,Medium
PLCY107212,30,Female,Life,,6.9,4,0,600.57,1171.38,Medium
PLCY107213,39,Male,Health,27964.49,8.9,3,0,219.2,117.67,Low
PLCY107214,29,Male,Health,11106.41,12.3,0,0,283.35,385.74,Low
PLCY107215,39,Male,Auto,18061.46,0.6,1,0,,802.82,Medium
PLCY107216,32,Female,Health,88957.65,0.2,1,0,310.18,425.41,Low
PLCY107217,20,Female,Life,9645.31,3.7,0,0,308.41,204.77,Low
PLCY107218,31,Male,Health,33318.17,,1,0,234.81,222.17,Low
PLCY107219,27,Female,Life,29323.02,3.1,0,0,332.48,590.62,Low
PLCY107220,41,Male,Health,44044.11,0.4,2,0,307.88,441.68,Low
PLCY107221,44,Male,Auto,21650.49,0.2,0,0,232.79,359.05,Low
PLCY107222,22,Male,Property,16182.43,5.5,0,0,622.57,709.54,Medium
PLCY107223,22,Male,Auto,9661.67,3.4,1,0,346.14,457.94,Low
PLCY107224,42,Male,Health,19357.81,6.6,0,0,,645.82,Medium
PLCY107225,35,Male,Health,33733.77,,0,0,175.6,203.92,Low
PLCY107226,24,Male,Auto,9090.6,30.0,6,1,214.1,944.35,Low
PLCY107227,21,Female,Auto,27049.02,0.8,0,0,330.15,464.41,Low
PLCY107228,19,Male,Health,25557.22,3.5,3,0,1052.58,1789.12,High
PLCY107229,33,Male,Property,18031.75,,0,0,314.06,578.65,Low
PLCY107230,41,Male,Auto,10157.99,2.1,0,0,651.56,606.48,Medium
PLCY107231,20,Male,Life,20786.87,4.4,0,0,611.44,928.4,Medium
PLCY107232,38,Male,Auto,28687.79,4.4,0,0,338.92,497.38,Low
PLCY107233,53,Female,Health,20314.13,,0,0,639.85,1059.21,Medium
PLCY107234,32,Male,Auto,20151.11,4.3,2,0,,504.23,Low
PLCY107235,48,Female,Auto,25094.77,14.1,3,0,280.86,386.23,Low
PLCY107236,41,Male,Health,25272.03,1.4,0,0,334.51,602.45,Low
PLCY107237,43,Female,Auto,12723.77,5.6,0,0,569.04,791.37,Medium
PLCY107238,35,Female,Health,15569.61,2.1,0,0,282.31,415.22,Low
PLCY107239,39,Male,Auto,10146.18,1.2,1,0,342.44,446.98,Low
PLCY107240,58,Male,Auto,20089.43,1.4,0,0,262.84,474.46,Low
PLCY107241,27,Female,Auto,11945.6,4.3,4,0,,587.65,Medium
PLCY107242,38,Male,Health,44832.39,30.0,1,0,310.24,326.82,Low
PLCY107243,30,Male,Life,15360.75,3.1,0,0,339.03,637.15,Low
PLCY107244,36,Male,Health,28470.54,4.7,0,0,356.94,643.73,Low
PLCY107245,37,Female,Life,12722.97,9.3,0,0,531.58,499.15,Medium
PLCY107246,36,Female,Life,31224.51,10.6,1,0,342.14,351.23,Low
PLCY107247,68,Female,Life,23460.58,0.1,2,0,193.32,140.9,Low
PLCY107248,22,Female,Health,23560.4,6.7,2,0,239.75,363.15,Low
PLCY107249,30,Female,Health,20870.5,4.3,0,0,,520.23,Medium
PLCY107250,37,Male,Life,17725.76,8.7,1,0,,703.88,Medium
PLCY107251,42,Male,Property,22210.08,3.0,1,0,256.29,324.61,Low
PLCY107252,50,Female,Auto,15644.65,17.8,0,1,254.37,869.96,Low
PLCY107253,36,Male,Health,14960.01,,3,0,332.6,627.93,Low
PLCY107254,50,Male,Auto,19417.54,0.6,0,0,630.22,469.69,Medium
PLCY107255,30,Male,Auto,34486.84,11.2,1,0,314.3,540.86,Low
PLCY107256,41,Male,Health,31785.77,19.6,0,1,708.58,1276.79,Medium
PLCY107257,36,Male,Auto,7660.4,9.9,1,0,734.69,1364.02,Medium
PLCY107258,19,Male,Health,24366.53,7.2,2,0,319.09,197.72,Low
PLCY107259,30,Male,Auto,15804.17,6.9,1,0,362.18,678.71,Low
PLCY107260,36,Male,Life,59550.32,,0,0,612.56,1199.29,Medium
PLCY107261,30,Male,Health,20997.02,11.8,0,0,222.28,208.35,Low
PLCY107262,30,Female,Property,17703.7,0.4,0,0,345.54,215.57,Low
PLCY107263,20,Male,Health,26469.36,9.0,0,0,676.67,1239.3,Medium
PLCY107264,37,Male,Health,62556.81,7.5,0,0,352.18,582.39,Low
PLCY107265,53,Male,Health,39144.06,2.2,0,0,342.52,358.62,Low
PLCY107266,19,Male,Auto,39466.73,0.7,1,0,278.44,323.78,Low
PLCY107267,39,Male,Auto,19189.51,14.4,0,0,232.38,225.3,Low
PLCY107268,50,Female,Auto,27194.78,6.8,1,0,309.78,566.93,Low
PLCY107269,46,Female,Property,23470.48,0.9,1,0,410.05,415.4,Low
PLCY107270,18,Male,Auto,17697.33,3.5,0,0,303.58,582.97,Low
PLCY107271,41,Male,Auto,53201.28,9.9,0,0,608.83,1182.48,Medium
PLCY107272,24,Male,Health,52365.05,8.4,0,0,382.57,494.36,Low
PLCY107273,34,Female,Auto,18367.34,,0,1,324.95,499.4,Low
PLCY107274,39,Male,Health,19960.13,2.0,0,0,410.15,259.61,Low
PLCY107275,46,Male,Auto,35654.8,2.8,0,0,1041.98,2003.38,High
PLCY107276,38,Male,Property,38385.03,2.5,1,0,272.23,406.07,Low
PLCY107277,31,Male,Health,21497.49,11.8,0,1,1067.85,4679.97,High
PLCY107278,26,Male,Auto,18365.35,2.0,1,0,265.75,381.95,Low
PLCY107279,40,Female,Auto,6996.91,0.4,0,0,626.76,701.06,Medium
PLCY107280,18,Female,Auto,35015.12,0.1,1,0,289.63,358.45,Low
PLCY107281,36,Female,Auto,24939.45,30.0,0,0,634.45,1208.68,Medium
PLCY107282,40,Female,Auto,32746.89,4.8,0,0,350.53,219.65,Low
PLCY107283,18,Male,Health,31884.03,14.8,3,0,323.07,489.98,Low
PLCY107284,18,Male,Health,23448.82,2.8,1,0,,758.58,Medium
PLCY107285,51,Female,Life,36547.15,11.5,3,0,344.72,184.3,Low
PLCY107286,57,Female,Auto,13421.54,5.4,0,0,566.94,935.94,Medium
PLCY107287,44,Female,Health,11943.41,7.6,0,0,334.01,432.52,Low
PLCY107288,59,Male,Auto,30088.27,3.9,0,0,286.45,411.99,Low
PLCY107289,68,Male,Health,27657.69,9.8,0,0,300.25,268.93,Low
PLCY107290,34,Male,Auto,17237.76,0.8,0,0,259.94,139.9,Low
PLCY107291,32,Male,Auto,31999.38,19.5,0,0,575.67,1011.69,Medium
PLCY107292,36,Male,Property,25457.22,4.2,1,0,365.16,205.32,Low
PLCY107293,38,Female,Health,15536.98,,1,0,338.84,305.01,Low
PLCY107294,50,Male,Property,13622.95,1.1,0,0,383.16,675.07,Low
PLCY107295,37,Male,Health,17538.07,0.7,1,0,662.14,870.39,Medium
PLCY107296,51,Female,Health,11893.93,4.6,0,0,985.01,656.76,High
PLCY107297,27,Female,Health,26676.27,,0,0,583.25,657.85,Medium
PLCY107298,48,Male,Property,35722.63,7.9,0,0,309.91,527.66,Low
PLCY107299,31,Other,Health,16043.54,18.0,1,0,248.21,450.15,Low
PLCY107300,25,Male,Health,11290.79,8.6,0,0,333.33,311.46,Low
PLCY107301,38,Male,Property,29046.45,0.1,0,0,736.51,510.68,Medium
PLCY107302,31,Male,Auto,21751.07,14.8,0,1,577.51,1071.61,Medium
PLCY107303,38,Female,Property,22427.56,1.0,0,0,569.69,1107.59,Medium
PLCY107304,39,Male,Life,19526.26,5.4,0,0,655.91,1065.08,Medium
PLCY107305,30,Male,Property,9816.38,,2,0,348.83,295.21,Low
PLCY107306,41,Female,Life,18037.1,5.1,7,0,591.42,617.62,Medium
PLCY107307,41,Female,Life,9238.27,7.0,1,0,279.21,229.64,Low
PLCY107308,30,Male,Health,68032.53,3.7,4,0,296.99,210.73,Low
PLCY107309,43,Male,Health,20175.6,9.9,0,1,310.98,1156.39,Low
PLCY107310,52,Female,Auto,12622.55,2.4,0,0,298.13,363.83,Low
PLCY107311,48,Female,Auto,19359.63,0.2,0,1,627.49,1106.13,Medium
PLCY107312,29,Female,Auto,15787.33,16.2,0,0,305.11,311.75,Low
PLCY107313,28,Male,Health,23772.93,3.3,2,0,987.51,1507.48,High
PLCY107314,34,Male,Life,8995.15,0.4,0,0,554.89,522.51,Medium
PLCY107315,49,Female,Auto,22910.57,2.8,0,0,323.07,375.8,Low
PLCY107316,39,Male,Health,61545.4,1.7,1,0,400.25,231.39,Low
PLCY107317,26,Male,Health,15658.09,15.8,1,0,316.42,539.21,Low
PLCY107318,45,Female,Auto,26546.98,9.0,1,0,,467.86,Low
PLCY107319,56,Female,Health,19835.2,,0,0,269.71,404.53,Low
PLCY107320,37,Male,Health,33753.93,,0,0,542.71,409.34,Medium
PLCY107321,35,Male,Auto,34913.7,1.2,0,0,282.3,525.97,Low
PLCY107322,30,Male,Health,14052.7,9.2,0,0,639.69,467.99,Medium
PLCY107323,43,Female,Health,13887.97,13.1,0,0,316.17,501.97,Low
PLCY107324,47,Male,Property,19382.14,0.6,0,1,600.73,2010.87,Medium
PLCY107325,47,Male,Life,10826.44,0.9,0,0,279.77,181.43,Low
PLCY107326,26,Female,Life,27184.37,11.9,0,0,325.04,247.98,Low
PLCY107327,40,Female,Health,18064.69,12.7,0,0,423.28,584.17,Low
PLCY107328,59,Male,Life,11489.65,6.0,0,0,,344.74,Low
PLCY107329,34,Female,Auto,22026.04,0.7,1,0,289.18,315.95,Low
PLCY107330,18,Male,Health,10608.85,6.5,1,0,668.8,864.98,Medium
PLCY107331,25,Male,Auto,16110.9,12.8,0,0,307.06,445.85,Low
PLCY107332,19,Male,Auto,14822.0,9.9,5,0,550.01,985.74,Medium
PLCY107333,52,Female,Health,8737.48,18.2,6,0,382.48,495.82,Low
PLCY107334,18,Male,Auto,27167.62,6.4,0,0,573.5,1085.66,Medium
PLCY107335,35,Female,Auto,21150.93,2.6,0,0,542.6,921.93,Medium
PLCY107336,51,Male,Health,17221.51,,0,0,312.84,393.53,Low
PLCY107337,24,Female,Auto,18038.46,4.4,1,0,262.67,257.09,Low
PLCY107338,35,Female,Auto,16023.78,3.0,0,0,,271.19,Low
PLCY107339,39,Female,Auto,23920.29,8.6,0,0,622.26,1206.4,Medium
PLCY107340,47,Male,Health,31844.15,15.4,1,0,204.64,161.89,Low
PLCY107341,34,Male,Property,16937.66,3.8,0,0,618.58,611.35,Medium
PLCY107342,39,Male,Property,22747.42,2.9,2,0,357.75,419.94,Low
PLCY107343,35,Female,Health,30550.0,0.9,0,0,317.69,534.06,Low
PLCY107344,41,Female,Auto,13931.37,,3,0,1125.76,1800.82,High
PLCY107345,40,Female,Health,20143.88,1.4,2,0,254.45,130.98,Low
PLCY107346,25,Male,Health,30074.08,2.9,0,0,284.55,412.06,Low
PLCY107347,21,Female,Health,16501.46,8.4,0,0,,472.02,Low
PLCY107348,42,Female,Health,21878.75,2.3,1,0,305.75,541.26,Low
PLCY107349,28,Female,Property,53734.0,,1,0,221.35,374.34,Low
PLCY107350,44,Female,Health,28993.24,4.7,0,0,302.5,242.48,Low
PLCY107351,33,Male,Health,30136.1,0.1,3,0,274.03,324.33,Low
PLCY107352,46,Female,Auto,20788.12,10.4,1,1,617.59,1097.23,Medium
PLCY107353,44,Female,Auto,30030.8,5.6,0,1,569.44,1370.04,Medium
PLCY107354,35,Male,Health,53567.04,9.6,2,0,358.91,668.96,Low
PLCY107355,54,Female,Health,21048.64,10.4,0,0,364.77,483.44,Low
PLCY107356,52,Female,Property,17635.62,20.6,2,0,377.73,247.99,Low
PLCY107357,39,Female,Life,4580.72,6.5,0,0,608.25,598.23,Medium
PLCY107358,49,Female,Health,26378.77,0.1,0,0,354.99,585.79,Low
PLCY107359,36,Female,Auto,23178.81,0.7,4,0,311.97,539.47,Low
PLCY107360,28,Female,Health,41942.72,,0,0,,692.1,Medium
PLCY107361,43,Male,Health,13902.4,4.3,1,1,,834.06,Low
PLCY107362,54,Female,Auto,20646.79,18.8,1,0,338.28,211.44,Low
PLCY107363,52,Male,Auto,19105.1,0.2,0,0,1031.12,1476.32,High
PLCY107364,34,Female,Auto,25313.52,7.6,0,0,288.48,434.54,Low
PLCY107365,40,Female,Property,17567.65,8.6,0,0,350.36,217.87,Low
PLCY107366,36,Male,Auto,18002.37,14.0,3,0,528.28,856.04,Medium
PLCY107367,44,Male,Auto,30699.47,,0,1,585.19,2358.65,Medium
PLCY107368,60,Male,Auto,18177.29,2.1,0,0,247.38,206.35,Low
PLCY107369,30,Female,Health,24863.18,3.2,0,1,410.81,862.79,Low
PLCY107370,36,Female,Health,21366.65,24.8,0,0,381.8,511.07,Low
PLCY107371,41,Male,Health,21183.13,14.5,0,0,641.02,486.94,Medium
PLCY107372,31,Female,Health,64368.04,2.3,0,0,247.63,127.92,Low
PLCY107373,38,Male,Auto,22630.06,20.7,0,0,305.46,264.67,Low
PLCY107374,61,Male,Health,20735.1,,4,0,622.49,1063.31,Medium
PLCY107375,45,Female,Health,24150.73,1.1,2,0,968.85,1265.76,High
PLCY107376,29,Female,Auto,14305.67,0.2,2,0,625.59,971.29,Medium
