,Customer_Age,Annual_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Claim_Income_Ratio,Premium_Income_Ratio,High_Claim,Claim_Premium_Diff,Gender_Male,Gender_Other,Policy_Type_Health,Policy_Type_Life,Policy_Type_Property,Age_Group_Adult,Age_Group_Mid-Age,Age_Group_Senior,Risk_Score_Label
7185,30,21921.825,5.7,0,1,269.62,1201.96,0.05482937666001804,0.0122991584870329,True,932.34,1,0,1,0,0,1,0,0,0
7186,23,13637.71,7.3,0,0,351.92,579.2,0.04247047341525814,0.025804918861011127,True,227.28000000000003,0,0,1,0,0,0,0,0,0
7187,24,44335.52,5.6,1,0,595.03,689.89,0.015560661068145812,0.013421067351865953,True,94.86000000000001,1,0,0,0,0,0,0,0,1
7188,42,33913.4,8.6,0,0,443.66,582.79,0.01718465267416419,0.013082144521044779,True,139.12999999999994,1,0,0,0,0,0,1,0,1
7189,35,14001.64,2.5,0,0,366.45,567.04,0.04049811307818227,0.026171934144857318,True,200.58999999999997,1,0,0,0,0,1,0,0,0
7190,18,34552.57,7.6,0,0,242.64,434.77,0.012582855631288787,0.007022343055813214,False,192.13,0,0,0,0,0,0,0,0,0
7192,45,15326.36,0.1,2,0,249.03,290.44,0.01895035742341952,0.016248476481043116,False,41.41,0,0,0,1,0,0,1,0,0
7195,37,15876.45,10.2,0,0,389.17,233.07,0.014680233931388943,0.02451240674080163,False,-156.10000000000002,1,0,1,0,0,1,0,0,0
7196,36,9649.48,2.0,2,0,344.92,498.6,0.05167117813602391,0.035744931333087385,True,153.68,1,0,0,0,0,1,0,0,0
7197,27,7455.6,0.0,0,0,1024.36,968.72,0.1299318632973872,0.13739471001663178,True,-55.63999999999987,1,0,0,0,0,1,0,0,2
7198,41,20170.93,4.9,0,0,583.47,952.29,0.0472110110936878,0.028926281534862302,True,368.81999999999994,0,0,0,0,0,0,1,0,1
7199,53,16109.34,8.6,0,0,345.61,605.31,0.03757509618643594,0.021454013634326422,True,259.69999999999993,1,0,1,0,0,0,1,0,0
7200,40,19440.44,7.2,0,0,305.74,349.67,0.01798673281057425,0.015727010294005694,False,43.93000000000001,0,0,1,0,0,1,0,0,0
7202,24,9965.84,4.9,0,0,305.75,550.08,0.05519655141964953,0.03067980220432999,True,244.33000000000004,1,0,0,0,0,0,0,0,0
7203,40,29996.03,10.7,2,0,256.81,435.05,0.014503585974543966,0.008561466300707128,False,178.24,0,0,0,0,0,1,0,0,0
7204,44,19456.28,0.4,1,0,313.27,584.65,0.03004942363082768,0.01610122798397227,True,271.38,0,0,0,1,0,0,1,0,0
7205,42,34338.62,13.9,0,0,371.18,495.12,0.014418750666159559,0.01080940352291385,True,123.94,0,0,0,0,0,0,1,0,0
7206,38,22909.13,0.8,1,0,599.5,379.57,0.016568503474378993,0.026168606140870472,False,-219.93,1,0,0,0,1,1,0,0,1
7207,37,35087.69,8.1,1,0,273.93,156.98,0.004473933735734669,0.007807011518854618,False,-116.95000000000002,0,0,0,1,0,1,0,0,0
7208,33,25279.37,1.0,0,0,313.04,196.7,0.007781048340999004,0.01238321999321977,False,-116.34000000000003,1,0,0,1,0,1,0,0,0
7214,29,11106.41,12.3,0,0,283.35,385.74,0.034731294810834465,0.025512294251697896,False,102.38999999999999,1,0,1,0,0,1,0,0,0
7215,39,18061.46,0.6,1,0,351.03,802.82,0.04444934130463429,0.019435305894429353,True,451.7900000000001,1,0,0,0,0,1,0,0,1
7217,20,9645.31,3.7,0,0,308.41,204.77,0.02123000712263266,0.031975125734683495,False,-103.64000000000001,0,0,0,1,0,0,0,0,0
7218,31,33318.17,4.9,1,0,234.81,222.17,0.00666813333385357,0.007047505910438659,False,-12.640000000000015,1,0,1,0,0,1,0,0,0
7219,27,29323.02,3.1,0,0,332.48,590.62,0.020141854420179094,0.011338531979311818,True,258.14,0,0,0,1,0,1,0,0,0
7220,41,44044.11,0.4,2,0,307.88,441.68,0.010028128619241029,0.0069902649866236365,False,133.8,1,0,1,0,0,0,1,0,0
7221,44,21650.49,0.2,0,0,232.79,359.05,0.016583920271550437,0.010752181590347376,False,126.26000000000002,1,0,0,0,0,0,1,0,0
7222,22,16182.43,5.5,0,0,622.57,709.54,0.04384631974307937,0.03847197237992069,True,86.96999999999991,1,0,0,0,1,0,0,0,1
7223,22,9661.67,3.4,1,0,346.14,457.94,0.04739760310588128,0.03582610459682436,False,111.80000000000001,1,0,0,0,0,0,0,0,0
7224,42,19357.81,6.6,0,0,351.03,645.82,0.03336224500602083,0.018133766164664285,True,294.7900000000001,1,0,1,0,0,0,1,0,1
7225,35,33733.77,4.9,0,0,175.6,203.92,0.0060449810382889315,0.005205466213826679,False,28.319999999999993,1,0,1,0,0,1,0,0,0
7227,21,27049.02,0.8,0,0,330.15,464.41,0.01716919873622039,0.012205617800570962,False,134.26000000000005,0,0,0,0,0,0,0,0,0
7229,33,18031.75,4.9,0,0,314.06,578.65,0.03209061793780415,0.01741705602617605,True,264.59,1,0,0,0,1,1,0,0,0
7230,41,10157.99,2.1,0,0,651.56,606.48,0.059704725048951614,0.06414261089054035,True,-45.07999999999993,1,0,0,0,0,0,1,0,1
7231,20,20786.87,4.4,0,0,611.44,928.4,0.04466280878265944,0.0294147218893465,True,316.9599999999999,1,0,0,1,0,0,0,0,1
7232,38,28687.79,4.4,0,0,338.92,497.38,0.017337689658213477,0.011814085365237266,True,158.45999999999998,1,0,0,0,0,1,0,0,0
7233,53,20314.13,4.9,0,0,639.85,1059.21,0.05214153891896921,0.03149778011659864,True,419.36,0,0,1,0,0,0,1,0,1
7234,32,20151.11,4.3,2,0,351.03,504.23,0.02502244293242407,0.01741988406593979,True,153.20000000000005,1,0,0,0,0,1,0,0,0
7236,41,25272.03,1.4,0,0,334.51,602.45,0.023838607345749434,0.013236372384806445,True,267.94000000000005,1,0,1,0,0,0,1,0,0
7237,43,12723.77,5.6,0,0,569.04,791.37,0.06219618870822091,0.044722594011051754,True,222.33000000000004,0,0,0,0,0,0,1,0,1
7238,35,15569.61,2.1,0,0,282.31,415.22,0.02666861918827768,0.018132117631719742,False,132.91000000000003,0,0,1,0,0,1,0,0,0
7239,39,10146.18,1.2,1,0,342.44,446.98,0.04405401835961909,0.033750633243250165,False,104.54000000000002,1,0,0,0,0,1,0,0,0
7240,58,20089.43,1.4,0,0,262.84,474.46,0.023617394819066544,0.013083497142527187,True,211.62,1,0,0,0,0,0,1,0,0
7243,30,15360.75,3.1,0,0,339.03,637.15,0.041479094445258206,0.02207118793027684,True,298.12,1,0,0,1,0,1,0,0,0
7244,36,28470.54,4.7,0,0,356.94,643.73,0.022610389546527745,0.012537170000990498,True,286.79,1,0,1,0,0,1,0,0,0
7245,37,12722.97,9.3,0,0,531.58,499.15,0.039232191854574834,0.041781125004617635,True,-32.430000000000064,0,0,0,1,0,1,0,0,1
7246,36,31224.51,10.6,1,0,342.14,351.23,0.011248535205196175,0.010957417746507471,False,9.090000000000032,0,0,0,1,0,1,0,0,0
7247,68,23460.58,0.1,2,0,193.32,140.9,0.006005819122971384,0.008240205485115884,False,-52.41999999999999,0,0,0,1,0,0,0,1,0
7248,22,23560.4,6.7,2,0,239.75,363.15,0.015413575321301843,0.010175973243238655,False,123.39999999999998,0,0,1,0,0,0,0,0,0
7249,30,20870.5,4.3,0,0,351.03,520.23,0.024926570997340743,0.016819434129512947,True,169.20000000000005,0,0,1,0,0,1,0,0,1
7250,37,17725.76,8.7,1,0,351.03,703.88,0.039709439820916,0.019803382196306393,True,352.85,1,0,0,1,0,1,0,0,1
7251,42,22210.08,3.0,1,0,256.29,324.61,0.014615435874161642,0.011539355103628622,False,68.32,1,0,0,0,1,0,1,0,0
7252,50,15644.65,17.8,0,1,254.37,869.96,0.05560750799794179,0.016259232389347157,True,615.59,0,0,0,0,0,0,1,0,0
7254,50,19417.54,0.6,0,0,630.22,469.69,0.024188954934559165,0.03245622256990329,True,-160.53000000000003,1,0,0,0,0,0,1,0,1
7255,30,34486.84,11.2,1,0,314.3,540.86,0.015683083750207327,0.009113621311781539,True,226.56,1,0,0,0,0,1,0,0,0
7257,36,7660.4,9.9,1,0,734.69,1364.02,0.17806119784867633,0.09590752441125791,True,629.3299999999999,1,0,0,0,0,1,0,0,1
7258,19,24366.53,7.2,2,0,319.09,197.72,0.00811440939682425,0.01309542228622623,False,-121.36999999999998,1,0,1,0,0,0,0,0,0
7259,30,15804.17,6.9,1,0,362.18,678.71,0.04294499489691645,0.02291673653219372,True,316.53000000000003,1,0,0,0,0,1,0,0,0
7261,30,20997.02,11.8,0,0,222.28,208.35,0.009922836669203534,0.010586264146055012,False,-13.930000000000007,1,0,1,0,0,1,0,0,0
7262,30,17703.7,0.4,0,0,345.54,215.57,0.012176550664550347,0.019517953874048928,False,-129.97000000000003,0,0,0,0,1,1,0,0,0
7263,20,26469.36,9.0,0,0,676.67,1239.3,0.04682017245600196,0.025564275071252193,True,562.63,1,0,1,0,0,0,0,0,1
7265,53,39144.06,2.2,0,0,342.52,358.62,0.009161543283961859,0.008750242054605475,False,16.100000000000023,1,0,1,0,0,0,1,0,0
7266,19,39466.73,0.7,1,0,278.44,323.78,0.008203871970137885,0.007055056246109064,False,45.339999999999975,1,0,0,0,0,0,0,0,0
7267,39,19189.51,14.4,0,0,232.38,225.3,0.011740789629333946,0.01210974120756601,False,-7.079999999999984,1,0,0,0,0,1,0,0,0
7268,50,27194.78,6.8,1,0,309.78,566.93,0.020847015493414545,0.011391156685216794,True,257.15,0,0,0,0,0,0,1,0,0
7269,46,23470.48,0.9,1,0,410.05,415.4,0.0176988284858256,0.01747088257249106,False,5.349999999999966,0,0,0,0,1,0,1,0,0
7270,18,17697.33,3.5,0,0,303.58,582.97,0.03294112727739156,0.017154000066676722,True,279.39000000000004,1,0,0,0,0,0,0,0,0
7273,34,18367.34,4.9,0,1,324.95,499.4,0.02718956582716931,0.017691728905764252,True,174.45,0,0,0,0,0,1,0,0,0
7274,39,19960.13,2.0,0,0,410.15,259.61,0.013006428314845645,0.02054846336171157,False,-150.53999999999996,1,0,1,0,0,1,0,0,0
7276,38,38385.03,2.5,1,0,272.23,406.07,0.0105788636872239,0.007092087722739829,False,133.83999999999997,1,0,0,0,1,1,0,0,0
7278,26,18365.35,2.0,1,0,265.75,381.95,0.02079731668604192,0.014470184341708709,False,116.19999999999999,1,0,0,0,0,1,0,0,0
7279,40,6996.91,0.4,0,0,626.76,701.06,0.10019565779751347,0.08957668456504371,True,74.29999999999995,0,0,0,0,0,1,0,0,1
7280,18,35015.12,0.1,1,0,289.63,358.45,0.010237006184756755,0.008271569539101964,False,68.82,0,0,0,0,0,0,0,0,0
7282,40,32746.89,4.8,0,0,350.53,219.65,0.0067075071861785966,0.010704222599459063,False,-130.87999999999997,0,0,0,0,0,1,0,0,0
7284,18,23448.82,2.8,1,0,351.03,758.58,0.0323504551614964,0.01497004966561217,True,407.55000000000007,1,0,1,0,0,0,0,0,1
7286,57,13421.54,5.4,0,0,566.94,935.94,0.06973417357471647,0.042241054305243664,True,369.0,0,0,0,0,0,0,1,0,1
7287,44,11943.41,7.6,0,0,334.01,432.52,0.036214113054814326,0.027966049896972472,False,98.50999999999999,0,0,1,0,0,0,1,0,0
7288,59,30088.27,3.9,0,0,286.45,411.99,0.01369271147859282,0.009520321374409363,False,125.54000000000002,1,0,0,0,0,0,1,0,0
7289,68,27657.69,9.8,0,0,300.25,268.93,0.009723516316800138,0.010855931930685462,False,-31.319999999999993,1,0,1,0,0,0,0,1,0
7290,34,17237.76,0.8,0,0,259.94,139.9,0.008115903690502711,0.015079685527585951,False,-120.03999999999999,1,0,0,0,0,1,0,0,0
7292,36,25457.22,4.2,1,0,365.16,205.32,0.008065295425030698,0.014344064277246299,False,-159.84000000000003,1,0,0,0,1,1,0,0,0
7293,38,15536.98,4.9,1,0,338.84,305.01,0.019631228205223925,0.02180861402923863,False,-33.829999999999984,0,0,1,0,0,1,0,0,0
7294,50,13622.95,1.1,0,0,383.16,675.07,0.04955387783115992,0.028126066674251906,True,291.91,1,0,0,0,1,0,1,0,0
7295,37,17538.07,0.7,1,0,662.14,870.39,0.04962860793690526,0.03775443934252743,True,208.25,1,0,1,0,0,1,0,0,1
7296,51,11893.93,4.6,0,0,985.01,656.76,0.05521808182829393,0.08281619279750259,True,-328.25,0,0,1,0,0,0,1,0,2
7297,27,26676.27,4.9,0,0,583.25,657.85,0.024660494139547996,0.021864001226558287,True,74.60000000000002,0,0,1,0,0,1,0,0,1
7298,48,35722.63,7.9,0,0,309.91,527.66,0.01477102889680855,0.008675453067145393,True,217.74999999999994,1,0,0,0,1,0,1,0,0
7299,31,16043.54,18.0,1,0,248.21,450.15,0.028058022107340395,0.015471024474648362,False,201.93999999999997,0,1,1,0,0,1,0,0,0
7300,25,11290.79,8.6,0,0,333.33,311.46,0.02758531511081155,0.02952229206282288,False,-21.870000000000005,1,0,1,0,0,0,0,0,0
7301,38,29046.45,0.1,0,0,736.51,510.68,0.017581494468342947,0.025356282781544733,True,-225.82999999999998,1,0,0,0,1,1,0,0,1
7302,31,21751.07,14.8,0,1,577.51,1071.61,0.04926700157739366,0.02655087772693481,True,494.0999999999999,1,0,0,0,0,1,0,0,1
7303,38,22427.56,1.0,0,0,569.69,1107.59,0.0493852206838372,0.02540133656982748,True,537.8999999999999,0,0,0,0,1,1,0,0,1
7304,39,19526.26,5.4,0,0,655.91,1065.08,0.05454603185658698,0.03359117414189917,True,409.16999999999996,1,0,0,1,0,1,0,0,1
7305,30,9816.38,4.9,2,0,348.83,295.21,0.0300732041750625,0.035535502904329296,False,-53.620000000000005,1,0,0,0,1,1,0,0,0
7307,41,9238.27,7.0,1,0,279.21,229.64,0.024857467902540193,0.03022319113860062,False,-49.56999999999999,0,0,0,1,0,0,1,0,0
7309,43,20175.6,9.9,0,1,310.98,1156.39,0.05731626320902477,0.015413667995003868,True,845.4100000000001,1,0,1,0,0,0,1,0,0
7310,52,12622.55,2.4,0,0,298.13,363.83,0.02882381135349038,0.023618840883973525,False,65.69999999999999,0,0,0,0,0,0,1,0,0
7311,48,19359.63,0.2,0,1,627.49,1106.13,0.057135906006468104,0.03241229300353364,True,478.6400000000001,0,0,0,0,0,0,1,0,1
7312,29,15787.33,16.2,0,0,305.11,311.75,0.019746847630346613,0.01932625719485182,False,6.639999999999986,0,0,0,0,0,1,0,0,0
7314,34,8995.15,0.4,0,0,554.89,522.51,0.05808796962807736,0.06168768725368671,True,-32.379999999999995,1,0,0,1,0,1,0,0,1
7315,49,22910.57,2.8,0,0,323.07,375.8,0.016402909224868697,0.01410135147226804,False,52.73000000000002,0,0,0,0,0,0,1,0,0
7317,26,15658.09,15.8,1,0,316.42,539.21,0.03443651173291251,0.0202080841277576,True,222.79000000000002,1,0,1,0,0,1,0,0,0
7318,45,26546.98,9.0,1,0,351.03,467.86,0.017623850245866008,0.013222973008605874,False,116.83000000000004,0,0,0,0,0,0,1,0,0
7319,56,19835.2,4.9,0,0,269.71,404.53,0.020394551101072838,0.013597543760587237,False,134.82,0,0,1,0,0,0,1,0,0
7320,37,33753.93,4.9,0,0,542.71,409.34,0.012127180449802436,0.016078424053139886,False,-133.37000000000006,1,0,1,0,0,1,0,0,1
7321,35,34913.7,1.2,0,0,282.3,525.97,0.015064859926046224,0.008085651191366141,True,243.67000000000002,1,0,0,0,0,1,0,0,0
7322,30,14052.7,9.2,0,0,639.69,467.99,0.03330249702904068,0.04552078959915177,False,-171.70000000000005,1,0,1,0,0,1,0,0,1
7323,43,13887.97,13.1,0,0,316.17,501.97,0.03614423130234297,0.02276574618176739,True,185.8,0,0,1,0,0,0,1,0,0
7325,47,10826.44,0.9,0,0,279.77,181.43,0.01675804789016519,0.025841366136975772,False,-98.33999999999997,1,0,0,1,0,0,1,0,0
7326,26,27184.37,11.9,0,0,325.04,247.98,0.009122153649321283,0.011956870804804379,False,-77.06000000000003,0,0,0,1,0,1,0,0,0
7327,40,18064.69,12.7,0,0,423.28,584.17,0.0323376708927748,0.023431345901867122,True,160.89,0,0,1,0,0,1,0,0,0
7328,59,11489.65,6.0,0,0,351.03,344.74,0.0300043952600819,0.03055184448612447,False,-6.289999999999964,1,0,0,1,0,0,1,0,0
7329,34,22026.04,0.7,1,0,289.18,315.95,0.014344385100544628,0.013129005486233566,False,26.769999999999982,0,0,0,0,0,1,0,0,0
7330,18,10608.85,6.5,1,0,668.8,864.98,0.08153381374984094,0.0630417057456746,True,196.18000000000006,1,0,1,0,0,0,0,0,1
7331,25,16110.9,12.8,0,0,307.06,445.85,0.027673810898211772,0.019059146292261762,False,138.79000000000002,1,0,0,0,0,0,0,0,0
7334,18,27167.62,6.4,0,0,573.5,1085.66,0.039961542453847636,0.02110968866614006,True,512.1600000000001,1,0,0,0,0,0,0,0,1
7335,35,21150.93,2.6,0,0,542.6,921.93,0.04358815427974089,0.025653718299857263,True,379.3299999999999,0,0,0,0,0,1,0,0,1
7336,51,17221.51,4.9,0,0,312.84,393.53,0.022851074034739113,0.018165654463516846,False,80.69,1,0,1,0,0,0,1,0,0
7337,24,18038.46,4.4,1,0,262.67,257.09,0.014252325309366763,0.014561664354939392,False,-5.580000000000041,0,0,0,0,0,0,0,0,0
7338,35,16023.78,3.0,0,0,351.03,271.19,0.01692422137597995,0.021906815994727834,False,-79.83999999999997,0,0,0,0,0,1,0,0,0
7339,39,23920.29,8.6,0,0,622.26,1206.4,0.05043417115762393,0.026013898660927605,True,584.1400000000001,0,0,0,0,0,1,0,0,1
7340,47,31844.15,15.4,1,0,204.64,161.89,0.005083822303311596,0.006426298079867102,False,-42.75,1,0,1,0,0,0,1,0,0
7341,34,16937.66,3.8,0,0,618.58,611.35,0.03609412398170704,0.03652098341801642,True,-7.230000000000018,1,0,0,0,1,1,0,0,1
7342,39,22747.42,2.9,2,0,357.75,419.94,0.018460994697420633,0.015727058277378272,False,62.19,1,0,0,0,1,1,0,0,0
7343,35,30550.0,0.9,0,0,317.69,534.06,0.017481505728314237,0.010399018003273322,True,216.36999999999995,0,0,1,0,0,1,0,0,0
7345,40,20143.88,1.4,2,0,254.45,130.98,0.00650222300768273,0.012631628067681101,False,-123.47,0,0,1,0,0,1,0,0,0
7346,25,30074.08,2.9,0,0,284.55,412.06,0.013701499763251277,0.009461636066672696,False,127.50999999999999,1,0,1,0,0,0,0,0,0
7347,21,16501.46,8.4,0,0,351.03,472.02,0.028604741641042673,0.021272663146170098,True,120.99000000000001,0,0,1,0,0,0,0,0,0
7348,42,21878.75,2.3,1,0,305.75,541.26,0.024739073301719705,0.013974747186196653,True,235.51,0,0,1,0,0,0,1,0,0
7350,44,28993.24,4.7,0,0,302.5,242.48,0.008363328831134428,0.010433466559791178,False,-60.02000000000001,0,0,1,0,0,0,1,0,0
7352,46,20788.12,10.4,1,1,617.59,1097.23,0.052781588715093045,0.029708795215728986,True,479.64,0,0,0,0,0,0,1,0,1
7353,44,30030.8,5.6,0,1,569.44,1370.04,0.04562116227339931,0.018961865817760434,True,800.5999999999999,0,0,0,0,0,0,1,0,1
7355,54,21048.64,10.4,0,0,364.77,483.44,0.022967754686288522,0.017329860741596606,True,118.67000000000002,0,0,1,0,0,0,1,0,0
7357,39,4580.72,6.5,0,0,608.25,598.23,0.13059737333868912,0.13278480238914406,True,-10.019999999999982,0,0,0,1,0,1,0,0,1
7358,49,26378.77,0.1,0,0,354.99,585.79,0.02220687317869635,0.013457412911974288,True,230.79999999999995,0,0,1,0,0,0,1,0,0
7360,28,41942.72,4.9,0,0,351.03,692.1,0.01650107575283625,0.008369271234674337,True,341.07000000000005,0,0,1,0,0,1,0,0,1
7361,43,13902.4,4.3,1,1,351.03,834.06,0.0599939578777765,0.025249597191851766,True,483.03,1,0,1,0,0,0,1,0,0
7362,54,20646.79,18.8,1,0,338.28,211.44,0.010240817095538821,0.01638414494456523,False,-126.83999999999997,0,0,0,0,0,0,1,0,0
7364,34,25313.52,7.6,0,0,288.48,434.54,0.017166320606537534,0.011396281512804226,False,146.06,0,0,0,0,0,1,0,0,0
7365,40,17567.65,8.6,0,0,350.36,217.87,0.01240177257629791,0.019943475649845027,False,-132.49,0,0,0,0,1,1,0,0,0
7368,60,18177.29,2.1,0,0,247.38,206.35,0.011352077234835336,0.013609289393523455,False,-41.03,1,0,0,0,0,0,1,0,0
7369,30,24863.18,3.2,0,1,410.81,862.79,0.034701514448272505,0.016522826122804885,True,451.97999999999996,0,0,1,0,0,1,0,0,0
7371,41,21183.13,14.5,0,0,641.02,486.94,0.022987160065580485,0.03026087268500925,True,-154.07999999999998,1,0,1,0,0,0,1,0,1
7375,45,24150.73,1.1,2,0,968.85,1265.76,0.052410838098889766,0.04011679978203558,True,296.90999999999997,0,0,1,0,0,0,1,0,2
7376,29,14305.67,0.2,2,0,625.59,971.29,0.0678954568363453,0.043730213265089996,True,345.69999999999993,0,0,0,0,0,1,0,0,1
7378,42,33239.34,0.3,0,0,253.31,242.12,0.007284139817457267,0.007620789101107303,False,-11.189999999999998,1,0,1,0,0,0,1,0,0
7379,51,16122.42,17.5,0,0,674.44,1195.77,0.07416814597312314,0.04183242962284819,True,521.3299999999999,1,0,1,0,0,0,1,0,1
7380,38,19803.06,3.7,0,0,327.16,458.93,0.023174701283539007,0.016520679127367186,False,131.76999999999998,1,0,1,0,0,1,0,0,0
7381,30,30126.87,9.3,1,0,330.65,516.38,0.01714018084188633,0.010975252324585991,True,185.73000000000002,0,0,0,0,0,1,0,0,0
7382,36,12395.68,0.6,0,0,351.03,462.63,0.037321873426871294,0.028318736850257507,False,111.60000000000002,0,0,0,1,0,1,0,0,0
7384,34,19884.35,0.7,0,0,248.15,321.97,0.016192130997493007,0.012479663655085533,False,73.82000000000002,0,0,0,0,0,1,0,0,0
7385,25,29342.8,0.2,0,0,317.5,579.88,0.01976225854383358,0.010820371607344902,True,262.38,1,0,0,1,0,0,0,0,0
7386,63,18230.79,11.3,0,0,589.6,690.84,0.03789413404465742,0.03234089142598867,True,101.24000000000001,1,0,1,0,0,0,0,1,1
7387,35,21755.99,2.7,1,0,367.98,261.89,0.0120376043563175,0.016913962545487472,False,-106.09000000000003,1,0,1,0,0,1,0,0,0
7388,32,13444.41,4.2,1,0,306.58,593.86,0.044171518125377014,0.022803529496645818,True,287.28000000000003,0,0,0,0,0,1,0,0,0
7390,30,22569.51,0.1,0,0,370.74,266.59,0.011811953383126173,0.016426586133239048,False,-104.15000000000003,1,0,1,0,0,1,0,0,0
7391,39,13014.7,17.7,2,0,624.89,976.57,0.07503592092019025,0.048014168593974504,True,351.68000000000006,1,0,1,0,0,1,0,0,1
7392,42,32426.11,5.2,0,0,282.79,481.54,0.014850378290827979,0.00872105843099897,True,198.75,0,0,0,1,0,0,1,0,0
7393,25,9559.84,2.2,0,0,348.03,357.97,0.03744518736715259,0.03640542101123031,False,9.940000000000055,0,0,1,0,0,0,0,0,0
7394,33,19999.99,7.1,0,0,271.17,188.55,0.009427504713752357,0.013558506779253389,False,-82.62,1,0,0,1,0,1,0,0,0
7396,28,17453.76,18.1,0,0,201.88,195.5,0.01120102487945291,0.011566562161963955,False,-6.3799999999999955,1,0,1,0,0,1,0,0,0
7397,44,19774.34,4.2,0,0,587.22,732.09,0.037022221727754254,0.02969606065234036,True,144.87,1,0,0,0,0,0,1,0,1
7398,20,30661.53,4.1,0,0,487.39,783.06,0.02553884297358938,0.015895814722879126,True,295.66999999999996,1,0,0,0,0,0,0,0,1
7399,22,24943.71,5.3,1,0,220.54,368.85,0.014787295073587692,0.008841507538373402,False,148.31000000000003,1,0,0,0,0,0,0,0,0
7400,28,11281.76,4.9,1,0,289.49,348.96,0.0309313440456099,0.025660003403724242,False,59.46999999999997,1,0,0,0,0,1,0,0,0
7401,47,13123.93,13.3,0,0,316.25,549.38,0.04186093647253528,0.02409720259099218,True,233.13,1,0,0,0,0,0,1,0,0
7402,25,37612.46,4.9,0,0,336.98,572.67,0.015225539621710464,0.008959265094598972,True,235.68999999999994,0,0,0,0,0,0,0,0,0
7404,59,35335.11,0.5,2,0,272.65,258.22,0.007307745752029639,0.007716121444082104,False,-14.42999999999995,1,0,0,0,1,0,1,0,0
7405,23,20677.16,4.8,1,0,394.49,777.88,0.03762025345840531,0.019078538832218737,True,383.39,0,0,0,0,0,0,0,0,0
7406,34,7269.86,4.8,0,0,387.48,358.61,0.04932832269122102,0.05329951333313159,False,-28.870000000000005,0,0,0,0,1,1,0,0,0
7410,30,28878.92,0.4,0,0,205.99,202.39,0.007008226069395947,0.007132884470748907,False,-3.6000000000000227,1,0,0,1,0,1,0,0,0
7411,26,21914.3,4.9,1,0,1011.79,539.35,0.02461178317354422,0.04617030888506592,True,-472.43999999999994,1,0,1,0,0,1,0,0,2
7412,28,19484.86,2.2,1,0,508.96,737.69,0.03785965103162148,0.026120793272315018,True,228.73000000000008,0,0,1,0,0,1,0,0,1
7413,18,17755.77,13.5,1,0,286.28,287.87,0.016212757880959258,0.016123209525692208,False,1.5900000000000318,0,0,0,1,0,0,0,0,0
7414,21,8500.02,6.7,1,0,560.42,653.8,0.0769174660765504,0.06593160957268335,True,93.38,0,0,0,1,0,0,0,0,1
7415,18,21921.825,12.3,0,1,288.13,803.21,0.036639741444884265,0.013143522494135411,True,515.08,0,0,0,0,0,0,0,0,0
7417,32,8034.72,1.9,0,0,338.71,172.55,0.021475546129796682,0.04215579385467073,False,-166.15999999999997,1,0,0,0,1,1,0,0,0
7419,18,38022.63,10.1,0,0,251.2,319.01,0.008390003532107063,0.006606591916445548,False,67.81,0,0,1,0,0,0,0,0,0
7421,32,45943.42,11.3,0,1,184.62,921.63,0.02006010871632978,0.004018420918599443,True,737.01,0,0,0,1,0,1,0,0,0
7422,55,21631.41,1.1,1,0,639.84,1211.95,0.056027323230432045,0.029579209122290225,True,572.11,1,0,0,0,0,0,1,0,1
7423,53,16246.76,3.1,0,0,292.6,338.64,0.0208435404966898,0.01800974471217646,False,46.039999999999964,1,0,0,0,0,0,1,0,0
7424,27,12679.75,7.7,1,0,351.03,618.74,0.04879749206411799,0.027684299769317217,True,267.71000000000004,1,0,0,0,1,1,0,0,1
7427,38,25423.93,2.0,1,0,346.08,418.49,0.016460476409430012,0.013612372280760685,False,72.41000000000003,0,0,0,1,0,1,0,0,0
7428,49,32337.38,1.7,0,0,351.03,1139.43,0.03523569318231718,0.010855239354579745,True,788.4000000000001,1,0,0,0,0,0,1,0,1
7431,41,16464.14,2.1,1,0,278.26,242.46,0.014726551159064488,0.016900973874128863,False,-35.79999999999998,0,0,1,0,0,0,1,0,0
7432,42,25463.01,0.7,0,0,313.88,553.94,0.02175469435860097,0.012326900865215857,True,240.06000000000006,0,0,0,0,0,0,1,0,0
7433,50,9067.62,0.3,0,0,598.95,846.22,0.09332327556734843,0.06605371641070093,True,247.26999999999998,1,0,1,0,0,0,1,0,1
7434,38,30956.5,3.5,0,1,296.99,702.42,0.022690549642239915,0.009593784827096087,True,405.42999999999995,0,0,0,0,0,1,0,0,0
7435,42,30740.46,6.2,0,0,394.29,364.39,0.011853758857219444,0.012826418342471129,False,-29.900000000000034,1,0,1,0,0,0,1,0,0
7437,33,16684.36,11.2,1,0,586.08,925.34,0.055461522048193636,0.03512750863683114,True,339.26,0,0,0,0,0,1,0,0,1
7438,23,12374.27,0.9,0,0,314.33,251.89,0.02035594827007977,0.02540190249606643,False,-62.44,1,0,0,1,0,0,0,0,0
7439,23,28850.9,0.2,1,0,351.03,392.77,0.01361378674495423,0.012167038116661871,False,41.74000000000001,0,0,0,1,0,0,0,0,0
7440,42,27619.64,11.4,1,0,380.75,255.07,0.009235095026582534,0.013785480187287018,False,-125.68,0,0,1,0,0,0,1,0,0
